file,file_prefix,zip_type,uid
PSMA264O.tar,PSMA264O,STD,PSMA264O
PSMA264Q.tar,PSMA264Q,STD,PSMA264Q
PSMA264S.tar,PSMA264S,STD,PSMA264S
PSMA264U.tar,PSMA264U,STD,PSMA264U
PSMA264W.tar,PSMA264W,STD,PSMA264W
PSMA267J.tar,PSMA267J,STD,PSMA267J
PSMA267P.tar,PSMA267P,STD,PSMA267P
PSMA267R.tar,PSMA267R,STD,PSMA267R
PSMB4MBK.tar,PSMB4MBK,STD,PSMB4MBK
PSMB4MBI.tar,PSMB4MBI,STD,PSMB4MBI
PSMB4MC7.tar,PSMB4MC7,STD,PSMB4MC7
SM-AKTYQ.tar,SM-AKTYQ,VIR,SM-AKTYQ
SM-AMR2R.tar,SM-AMR2R,VIR,SM-AMR2R
SM-ATLL3.tar,SM-ATLL3,VIR,SM-ATLL3
SM-B1JO6.tar,SM-B1JO6,VIR,SM-B1JO6
SM-B3Z96.tar,SM-B3Z96,VIR,SM-B3Z96
SM-CHS75.tar,SM-CHS75,VIR,SM-CHS75
SM-CL4HM.tar,SM-CL4HM,VIR,SM-CL4HM
PSM7J4EF.tar,PSM7J4EF,STD,PSM7J4EF
PSMA266I.tar,PSMA266I,STD,PSMA266I
PSMA266M.tar,PSMA266M,STD,PSMA266M
PSMA266O.tar,PSMA266O,STD,PSMA266O
PSMA266Q.tar,PSMA266Q,STD,PSMA266Q
PSMA269G.tar,PSMA269G,STD,PSMA269G
PSMA269O.tar,PSMA269O,STD,PSMA269O
PSMB4MBS.tar,PSMB4MBS,STD,PSMB4MBS
SM-AMR3O.tar,SM-AMR3O,VIR,SM-AMR3O
SM-ARMCP.tar,SM-ARMCP,VIR,SM-ARMCP
SM-AVADS.tar,SM-AVADS,VIR,SM-AVADS
SM-AYWP4.tar,SM-AYWP4,VIR,SM-AYWP4
SM-BZNL3.tar,SM-BZNL3,VIR,SM-BZNL3
SM-CL4HI.tar,SM-CL4HI,VIR,SM-CL4HI
PSMA265X.tar,PSMA265X,STD,PSMA265X
PSMA266U.tar,PSMA266U,STD,PSMA266U
PSMA266Y.tar,PSMA266Y,STD,PSMA266Y
PSMA2671.tar,PSMA2671,STD,PSMA2671
PSMA2675.tar,PSMA2675,STD,PSMA2675
PSMA269S.tar,PSMA269S,STD,PSMA269S
PSMA269W.tar,PSMA269W,STD,PSMA269W
PSMA26A1.tar,PSMA26A1,STD,PSMA26A1
PSMA26A3.tar,PSMA26A3,STD,PSMA26A3
PSMB4MC1.tar,PSMB4MC1,STD,PSMB4MC1
PSMB4MC3.tar,PSMB4MC3,STD,PSMB4MC3
PSMB4MC5.tar,PSMB4MC5,STD,PSMB4MC5
SM-AK8KU.tar,SM-AK8KU,VIR,SM-AK8KU
SM-AMR1K.tar,SM-AMR1K,VIR,SM-AMR1K
SM-AWQK6.tar,SM-AWQK6,VIR,SM-AWQK6
SM-AYWOV.tar,SM-AYWOV,VIR,SM-AYWOV
SM-B4LHR.tar,SM-B4LHR,VIR,SM-B4LHR
SM-CEFO8.tar,SM-CEFO8,VIR,SM-CEFO8
SM-CRT7Q.tar,SM-CRT7Q,VIR,SM-CRT7Q
