file,file_prefix,zip_type,uid
SM-7LSBG.tar,SM-7LSBG,VIR,SM-7LSBG
SM-7RYAM.tar,SM-7RYAM,VIR,SM-7RYAM
SM-9JM8R.tar,SM-9JM8R,VIR,SM-9JM8R
SM-9KOMU.tar,SM-9KOMU,VIR,SM-9KOMU
SM-9RD3A.tar,SM-9RD3A,VIR,SM-9RD3A
SM-9UKB5.tar,SM-9UKB5,VIR,SM-9UKB5
SM-9WO1G.tar,SM-9WO1G,VIR,SM-9WO1G
SM-9XKX1.tar,SM-9XKX1,VIR,SM-9XKX1
SM-9ZK9I.tar,SM-9ZK9I,VIR,SM-9ZK9I
SM-A1ZWF.tar,SM-A1ZWF,VIR,SM-A1ZWF
SM-A4O3D.tar,SM-A4O3D,VIR,SM-A4O3D
HSM67VDX_P.fastq.gz,HSM67VDX_P,P,HSM67VDX_P
HSM67VEO.tar,HSM67VEO,STD,HSM67VEO
HSM67VEQ.tar,HSM67VEQ,STD,HSM67VEQ
HSM67VES.tar,HSM67VES,STD,HSM67VES
HSM67VEU.tar,HSM67VEU,STD,HSM67VEU
HSM67VEW.tar,HSM67VEW,STD,HSM67VEW
HSM7CYZJ.tar,HSM7CYZJ,STD,HSM7CYZJ
HSM7CYZL.tar,HSM7CYZL,STD,HSM7CYZL
HSM7CYZR.tar,HSM7CYZR,STD,HSM7CYZR
HSM7J4RE.tar,HSM7J4RE,STD,HSM7J4RE
HSM7J4G1.tar,HSM7J4G1,STD,HSM7J4G1
HSM7J4G8.tar,HSM7J4G8,STD,HSM7J4G8
HSM7J4IU.tar,HSM7J4IU,STD,HSM7J4IU
HSM7J4IW.tar,HSM7J4IW,STD,HSM7J4IW
SM-791AN.tar,SM-791AN,VIR,SM-791AN
SM-7CP35.tar,SM-7CP35,VIR,SM-7CP35
SM-7ED9W.tar,SM-7ED9W,VIR,SM-7ED9W
SM-7IWEQ.tar,SM-7IWEQ,VIR,SM-7IWEQ
SM-9PJ1G.tar,SM-9PJ1G,VIR,SM-9PJ1G
HSM67VDR_P.fastq.gz,HSM67VDR_P,P,HSM67VDR_P
HSM6XRUL.tar,HSM6XRUL,STD,HSM6XRUL
HSM6XRUN.tar,HSM6XRUN,STD,HSM6XRUN
HSM6XRUR.tar,HSM6XRUR,STD,HSM6XRUR
HSM6XRQ8.tar,HSM6XRQ8,STD,HSM6XRQ8
HSM7CZ16.tar,HSM7CZ16,STD,HSM7CZ16
HSM7CZ18.tar,HSM7CZ18,STD,HSM7CZ18
HSM7CZ1A.tar,HSM7CZ1A,STD,HSM7CZ1A
HSM7CZ1C.tar,HSM7CZ1C,STD,HSM7CZ1C
HSM7CZ1E.tar,HSM7CZ1E,STD,HSM7CZ1E
HSM7CZ1G.tar,HSM7CZ1G,STD,HSM7CZ1G
HSM7J4HA.tar,HSM7J4HA,STD,HSM7J4HA
HSM7J4HC.tar,HSM7J4HC,STD,HSM7J4HC
HSM7J4HE.tar,HSM7J4HE,STD,HSM7J4HE
HSM7J4HG.tar,HSM7J4HG,STD,HSM7J4HG
HSM7J4HI.tar,HSM7J4HI,STD,HSM7J4HI
HSM7J4HK.tar,HSM7J4HK,STD,HSM7J4HK
HSM7J4KC.tar,HSM7J4KC,STD,HSM7J4KC
HSM7J4KG.tar,HSM7J4KG,STD,HSM7J4KG
HSM7J4KI.tar,HSM7J4KI,STD,HSM7J4KI
HSM7J4KK.tar,HSM7J4KK,STD,HSM7J4KK
HSM7J4KM.tar,HSM7J4KM,STD,HSM7J4KM
SM-7BEZT.tar,SM-7BEZT,VIR,SM-7BEZT
SM-7CP2K.tar,SM-7CP2K,VIR,SM-7CP2K
SM-7GYHK.tar,SM-7GYHK,VIR,SM-7GYHK
SM-7MCUI.tar,SM-7MCUI,VIR,SM-7MCUI
SM-9NBDN.tar,SM-9NBDN,VIR,SM-9NBDN
SM-A1C88.tar,SM-A1C88,VIR,SM-A1C88
SM-AAHYG.tar,SM-AAHYG,VIR,SM-AAHYG
HSM67VDT_P.fastq.gz,HSM67VDT_P,P,HSM67VDT_P
HSM67VDT.tar,HSM67VDT,STD,HSM67VDT
HSM67VI3.tar,HSM67VI3,STD,HSM67VI3
HSM67VI5.tar,HSM67VI5,STD,HSM67VI5
HSM67VI7.tar,HSM67VI7,STD,HSM67VI7
HSM67VI9.tar,HSM67VI9,STD,HSM67VI9
HSM67VIB.tar,HSM67VIB,STD,HSM67VIB
HSM7CZ24.tar,HSM7CZ24,STD,HSM7CZ24
HSM7CZ26.tar,HSM7CZ26,STD,HSM7CZ26
HSM7CZ28.tar,HSM7CZ28,STD,HSM7CZ28
HSM7CZ2A.tar,HSM7CZ2A,STD,HSM7CZ2A
HSM7CZ2E.tar,HSM7CZ2E,STD,HSM7CZ2E
HSM7J4HW.tar,HSM7J4HW,STD,HSM7J4HW
HSM7J4HY.tar,HSM7J4HY,STD,HSM7J4HY
HSM7J4I5.tar,HSM7J4I5,STD,HSM7J4I5
HSM7J4I7.tar,HSM7J4I7,STD,HSM7J4I7
HSM7J4I9.tar,HSM7J4I9,STD,HSM7J4I9
HSM7J4O1.tar,HSM7J4O1,STD,HSM7J4O1
HSM7J4NY.tar,HSM7J4NY,STD,HSM7J4NY
HSM7J4O3.tar,HSM7J4O3,STD,HSM7J4O3
HSM7J4O5.tar,HSM7J4O5,STD,HSM7J4O5
HSM7J4O7.tar,HSM7J4O7,STD,HSM7J4O7
HSM7J4O9.tar,HSM7J4O9,STD,HSM7J4O9
SM-7BYBY.tar,SM-7BYBY,VIR,SM-7BYBY
SM-7FK3H.tar,SM-7FK3H,VIR,SM-7FK3H
SM-7I1GK.tar,SM-7I1GK,VIR,SM-7I1GK
SM-9VWAZ.tar,SM-9VWAZ,VIR,SM-9VWAZ
SM-A6ZJ6.tar,SM-A6ZJ6,VIR,SM-A6ZJ6
SM-A7J1K.tar,SM-A7J1K,VIR,SM-A7J1K
SM-AFCK4.tar,SM-AFCK4,VIR,SM-AFCK4
HSM7CZ1T_P.fastq.gz,HSM7CZ1T_P,P,HSM7CZ1T_P
HSM7CZ1V.tar,HSM7CZ1V,STD,HSM7CZ1V
HSM7CZ1Z.tar,HSM7CZ1Z,STD,HSM7CZ1Z
HSM7CZ22.tar,HSM7CZ22,STD,HSM7CZ22
HSM7J4GP.tar,HSM7J4GP,STD,HSM7J4GP
HSM7J4GR.tar,HSM7J4GR,STD,HSM7J4GR
HSM7J4NC.tar,HSM7J4NC,STD,HSM7J4NC
HSM7J4NE.tar,HSM7J4NE,STD,HSM7J4NE
HSM7J4NM.tar,HSM7J4NM,STD,HSM7J4NM
HSMA33O1.tar,HSMA33O1,STD,HSMA33O1
HSMA33O3.tar,HSMA33O3,STD,HSMA33O3
SM-7LDJL.tar,SM-7LDJL,VIR,SM-7LDJL
SM-7R3A2.tar,SM-7R3A2,VIR,SM-7R3A2
SM-9SIZO.tar,SM-9SIZO,VIR,SM-9SIZO
SM-A2BG5.tar,SM-A2BG5,VIR,SM-A2BG5
HSM67VID.tar,HSM67VID,STD,HSM67VID
HSM67VIF.tar,HSM67VIF,STD,HSM67VIF
HSM67VIJ_P.fastq.gz,HSM67VIJ_P,P,HSM67VIJ_P
HSM67VIL.tar,HSM67VIL,STD,HSM67VIL
HSM7J4GD.tar,HSM7J4GD,STD,HSM7J4GD
HSM7J4MY.tar,HSM7J4MY,STD,HSM7J4MY
HSM7J4N4.tar,HSM7J4N4,STD,HSM7J4N4
HSM7J4N6.tar,HSM7J4N6,STD,HSM7J4N6
HSM7J4N8.tar,HSM7J4N8,STD,HSM7J4N8
HSM7J4NA.tar,HSM7J4NA,STD,HSM7J4NA
SM-9IT17.tar,SM-9IT17,VIR,SM-9IT17
SM-9QVJQ.tar,SM-9QVJQ,VIR,SM-9QVJQ
SM-9ZK9E.tar,SM-9ZK9E,VIR,SM-9ZK9E
SM-A5A1U.tar,SM-A5A1U,VIR,SM-A5A1U
SM-A9J8X.tar,SM-A9J8X,VIR,SM-A9J8X
HSM7CYWS_P.fastq.gz,HSM7CYWS_P,P,HSM7CYWS_P
HSM7CZ2Z.tar,HSM7CZ2Z,STD,HSM7CZ2Z
HSM7CZ32.tar,HSM7CZ32,STD,HSM7CZ32
HSM7CZ36.tar,HSM7CZ36,STD,HSM7CZ36
HSM7CZ38.tar,HSM7CZ38,STD,HSM7CZ38
HSM7J4L5.tar,HSM7J4L5,STD,HSM7J4L5
HSM7J4L9.tar,HSM7J4L9,STD,HSM7J4L9
HSM7J4ON.tar,HSM7J4ON,STD,HSM7J4ON
HSM7J4OP.tar,HSM7J4OP,STD,HSM7J4OP
HSM7J4OT.tar,HSM7J4OT,STD,HSM7J4OT
HSM7J4OV.tar,HSM7J4OV,STD,HSM7J4OV
HSM7J4OX.tar,HSM7J4OX,STD,HSM7J4OX
HSMA33JZ.tar,HSMA33JZ,STD,HSMA33JZ
SM-7ORQ1.tar,SM-7ORQ1,VIR,SM-7ORQ1
SM-9HYXY.tar,SM-9HYXY,VIR,SM-9HYXY
SM-9MPH1.tar,SM-9MPH1,VIR,SM-9MPH1
SM-9OS7O.tar,SM-9OS7O,VIR,SM-9OS7O
SM-9WYEO.tar,SM-9WYEO,VIR,SM-9WYEO
SM-A12KG.tar,SM-A12KG,VIR,SM-A12KG
SM-A8VEW.tar,SM-A8VEW,VIR,SM-A8VEW
SM-AFJ1O.tar,SM-AFJ1O,VIR,SM-AFJ1O
HSM7CZ2V_P.fastq.gz,HSM7CZ2V_P,P,HSM7CZ2V_P
HSM7CZ3A.tar,HSM7CZ3A,STD,HSM7CZ3A
HSM7CZ3C.tar,HSM7CZ3C,STD,HSM7CZ3C
HSM7CZ3E.tar,HSM7CZ3E,STD,HSM7CZ3E
HSM7CZ3G.tar,HSM7CZ3G,STD,HSM7CZ3G
HSM7J4PA.tar,HSM7J4PA,STD,HSM7J4PA
HSM7J4MK.tar,HSM7J4MK,STD,HSM7J4MK
HSM7J4OB.tar,HSM7J4OB,STD,HSM7J4OB
HSM7J4OE.tar,HSM7J4OE,STD,HSM7J4OE
HSM7J4OL.tar,HSM7J4OL,STD,HSM7J4OL
HSMA33JB.tar,HSMA33JB,STD,HSMA33JB
HSMA33JD.tar,HSMA33JD,STD,HSMA33JD
SM-7R3A9.tar,SM-7R3A9,VIR,SM-7R3A9
SM-9IMBK.tar,SM-9IMBK,VIR,SM-9IMBK
SM-9LB5Z.tar,SM-9LB5Z,VIR,SM-9LB5Z
SM-9XKWY.tar,SM-9XKWY,VIR,SM-9XKWY
SM-A9F5A.tar,SM-A9F5A,VIR,SM-A9F5A
SM-AKTYZ.tar,SM-AKTYZ,VIR,SM-AKTYZ
SM-AMR2H.tar,SM-AMR2H,VIR,SM-AMR2H
HSM7J4Q1.tar,HSM7J4Q1,STD,HSM7J4Q1
HSM7J4Q3_P.fastq.gz,HSM7J4Q3_P,P,HSM7J4Q3_P
HSM7J4Q7.tar,HSM7J4Q7,STD,HSM7J4Q7
HSM7J4Q9.tar,HSM7J4Q9,STD,HSM7J4Q9
HSM7J4MS.tar,HSM7J4MS,STD,HSM7J4MS
HSM7J4MW.tar,HSM7J4MW,STD,HSM7J4MW
HSM7J4IC.tar,HSM7J4IC,STD,HSM7J4IC
HSM7J4OZ.tar,HSM7J4OZ,STD,HSM7J4OZ
HSM7J4P2.tar,HSM7J4P2,STD,HSM7J4P2
HSMA33MV.tar,HSMA33MV,STD,HSMA33MV
HSMA33JN.tar,HSMA33JN,STD,HSMA33JN
HSMA33JP.tar,HSMA33JP,STD,HSMA33JP
HSMA33JR.tar,HSMA33JR,STD,HSMA33JR
SM-9SNJA.tar,SM-9SNJA,VIR,SM-9SNJA
SM-9ZE8G.tar,SM-9ZE8G,VIR,SM-9ZE8G
SM-A77UJ.tar,SM-A77UJ,VIR,SM-A77UJ
SM-APR9B.tar,SM-APR9B,VIR,SM-APR9B
HSM7CZ2X_P.fastq.gz,HSM7CZ2X_P,P,HSM7CZ2X_P
HSM7J4HM.tar,HSM7J4HM,STD,HSM7J4HM
HSM7J4HO.tar,HSM7J4HO,STD,HSM7J4HO
HSM7J4HQ.tar,HSM7J4HQ,STD,HSM7J4HQ
HSM7J4HS.tar,HSM7J4HS,STD,HSM7J4HS
HSM7J4HU.tar,HSM7J4HU,STD,HSM7J4HU
HSM7J4JZ.tar,HSM7J4JZ,STD,HSM7J4JZ
HSM7J4K2.tar,HSM7J4K2,STD,HSM7J4K2
HSM7J4K4.tar,HSM7J4K4,STD,HSM7J4K4
HSM7J4K6.tar,HSM7J4K6,STD,HSM7J4K6
HSM7J4K8.tar,HSM7J4K8,STD,HSM7J4K8
HSM7J4KA.tar,HSM7J4KA,STD,HSM7J4KA
HSMA33OP.tar,HSMA33OP,STD,HSMA33OP
HSMA33OR.tar,HSMA33OR,STD,HSMA33OR
HSMA33OT.tar,HSMA33OT,STD,HSMA33OT
HSMA33OV.tar,HSMA33OV,STD,HSMA33OV
HSMA33OX.tar,HSMA33OX,STD,HSMA33OX
HSMA33OZ.tar,HSMA33OZ,STD,HSMA33OZ
HSMA33MA.tar,HSMA33MA,STD,HSMA33MA
HSMA33MC.tar,HSMA33MC,STD,HSMA33MC
HSMA33ME.tar,HSMA33ME,STD,HSMA33ME
HSMA33MG.tar,HSMA33MG,STD,HSMA33MG
HSMA33MI.tar,HSMA33MI,STD,HSMA33MI
HSMA33MK.tar,HSMA33MK,STD,HSMA33MK
SM-9NBEI.tar,SM-9NBEI,VIR,SM-9NBEI
SM-9QMQ8.tar,SM-9QMQ8,VIR,SM-9QMQ8
SM-9SIJH.tar,SM-9SIJH,VIR,SM-9SIJH
SM-9VWCF.tar,SM-9VWCF,VIR,SM-9VWCF
SM-9XIO2.tar,SM-9XIO2,VIR,SM-9XIO2
SM-9ZA5K.tar,SM-9ZA5K,VIR,SM-9ZA5K
SM-A3753.tar,SM-A3753,VIR,SM-A3753
SM-A4GB9.tar,SM-A4GB9,VIR,SM-A4GB9
SM-A77WD.tar,SM-A77WD,VIR,SM-A77WD
SM-A9F6Z.tar,SM-A9F6Z,VIR,SM-A9F6Z
SM-AGULX.tar,SM-AGULX,VIR,SM-AGULX
SM-AIG5H.tar,SM-AIG5H,VIR,SM-AIG5H
SM-AKTXH.tar,SM-AKTXH,VIR,SM-AKTXH
SM-APDXE.tar,SM-APDXE,VIR,SM-APDXE
SM-ARMBT.tar,SM-ARMBT,VIR,SM-ARMBT
SM-AUIUT.tar,SM-AUIUT,VIR,SM-AUIUT
SM-AVR74.tar,SM-AVR74,VIR,SM-AVR74
SM-AZYBB.tar,SM-AZYBB,VIR,SM-AZYBB
HSM7J4J7.tar,HSM7J4J7,STD,HSM7J4J7
HSM7J4J9.tar,HSM7J4J9,STD,HSM7J4J9
HSM7J4JD.tar,HSM7J4JD,STD,HSM7J4JD
HSM7J4JF.tar,HSM7J4JF,STD,HSM7J4JF
HSMA33NA.tar,HSMA33NA,STD,HSMA33NA
HSMA33NC.tar,HSMA33NC,STD,HSMA33NC
HSMA33NG_P.fastq.gz,HSMA33NG_P,P,HSMA33NG_P
HSMA33KE.tar,HSMA33KE,STD,HSMA33KE
HSMA33KM.tar,HSMA33KM,STD,HSMA33KM
HSMA33KO.tar,HSMA33KO,STD,HSMA33KO
HSMA33PX.tar,HSMA33PX,STD,HSMA33PX
HSMA33PZ.tar,HSMA33PZ,STD,HSMA33PZ
HSMA33Q6.tar,HSMA33Q6,STD,HSMA33Q6
SM-9WOBE.tar,SM-9WOBE,VIR,SM-9WOBE
SM-A3754.tar,SM-A3754,VIR,SM-A3754
SM-AADL4.tar,SM-AADL4,VIR,SM-AADL4
SM-B2OQM.tar,SM-B2OQM,VIR,SM-B2OQM
SM-CE9V6.tar,SM-CE9V6,VIR,SM-CE9V6
HSM7J4LP.tar,HSM7J4LP,STD,HSM7J4LP
HSM7J4JH.tar,HSM7J4JH,STD,HSM7J4JH
HSM7J4JJ.tar,HSM7J4JJ,STD,HSM7J4JJ
HSM7J4JN.tar,HSM7J4JN,STD,HSM7J4JN
HSM7J4JP.tar,HSM7J4JP,STD,HSM7J4JP
HSMA33NO.tar,HSMA33NO,STD,HSMA33NO
HSMA33NQ.tar,HSMA33NQ,STD,HSMA33NQ
HSMA33KQ.tar,HSMA33KQ,STD,HSMA33KQ
HSMA33KS.tar,HSMA33KS,STD,HSMA33KS
HSMA33KU.tar,HSMA33KU,STD,HSMA33KU
HSMA33L1.tar,HSMA33L1,STD,HSMA33L1
HSMA33PL.tar,HSMA33PL,STD,HSMA33PL
HSMA33PN.tar,HSMA33PN,STD,HSMA33PN
SM-9VWC7.tar,SM-9VWC7,VIR,SM-9VWC7
SM-9XIDV.tar,SM-9XIDV,VIR,SM-9XIDV
SM-9ZA1P.tar,SM-9ZA1P,VIR,SM-9ZA1P
SM-A4O3V.tar,SM-A4O3V,VIR,SM-A4O3V
SM-AF6MT.tar,SM-AF6MT,VIR,SM-AF6MT
SM-AGUMZ.tar,SM-AGUMZ,VIR,SM-AGUMZ
SM-ARMCW.tar,SM-ARMCW,VIR,SM-ARMCW
SM-AVR7A.tar,SM-AVR7A,VIR,SM-AVR7A
SM-AXQR3.tar,SM-AXQR3,VIR,SM-AXQR3
HSM7J4JT_P.fastq.gz,HSM7J4JT_P,P,HSM7J4JT_P
HSM7J4NO.tar,HSM7J4NO,STD,HSM7J4NO
HSM7J4NS.tar,HSM7J4NS,STD,HSM7J4NS
HSM7J4NU.tar,HSM7J4NU,STD,HSM7J4NU
HSMA33OD.tar,HSMA33OD,STD,HSMA33OD
HSMA33OJ.tar,HSMA33OJ,STD,HSMA33OJ
HSMA33OL.tar,HSMA33OL,STD,HSMA33OL
HSMA33LX.tar,HSMA33LX,STD,HSMA33LX
HSMA33LZ.tar,HSMA33LZ,STD,HSMA33LZ
HSMA33M2.tar,HSMA33M2,STD,HSMA33M2
HSMA33M8.tar,HSMA33M8,STD,HSMA33M8
SM-A373M.tar,SM-A373M,VIR,SM-A373M
SM-A8VEX.tar,SM-A8VEX,VIR,SM-A8VEX
SM-ADDEV.tar,SM-ADDEV,VIR,SM-ADDEV
SM-AJ651.tar,SM-AJ651,VIR,SM-AJ651
SM-ARB6B.tar,SM-ARB6B,VIR,SM-ARB6B
SM-B5ORM.tar,SM-B5ORM,VIR,SM-B5ORM
SM-CG7AX.tar,SM-CG7AX,VIR,SM-CG7AX
HSM7J4JV_P.fastq.gz,HSM7J4JV_P,P,HSM7J4JV_P
HSMA33MX.tar,HSMA33MX,STD,HSMA33MX
HSMA33MZ.tar,HSMA33MZ,STD,HSMA33MZ
HSMA33N4.tar,HSMA33N4,STD,HSMA33N4
HSMA33IO.tar,HSMA33IO,STD,HSMA33IO
HSMA33IS.tar,HSMA33IS,STD,HSMA33IS
HSMA33RD.tar,HSMA33RD,STD,HSMA33RD
HSMA33RF.tar,HSMA33RF,STD,HSMA33RF
SM-ADID6.tar,SM-ADID6,VIR,SM-ADID6
SM-C1MZ9.tar,SM-C1MZ9,VIR,SM-C1MZ9
SM-CG9XT.tar,SM-CG9XT,VIR,SM-CG9XT
HSMA33IE.tar,HSMA33IE,STD,HSMA33IE
HSMA33IG.tar,HSMA33IG,STD,HSMA33IG
HSMA33IK.tar,HSMA33IK,STD,HSMA33IK
HSMA33LP.tar,HSMA33LP,STD,HSMA33LP
HSMA33QY.tar,HSMA33QY,STD,HSMA33QY
HSMA33R1.tar,HSMA33R1,STD,HSMA33R1
HSMA33R5.tar,HSMA33R5,STD,HSMA33R5
HSMA33R7.tar,HSMA33R7,STD,HSMA33R7
HSMA33R9.tar,HSMA33R9,STD,HSMA33R9
HSMA33S4.tar,HSMA33S4,STD,HSMA33S4
SM-AF6NM.tar,SM-AF6NM,VIR,SM-AF6NM
SM-AL5F8.tar,SM-AL5F8,VIR,SM-AL5F8
SM-B1JON.tar,SM-B1JON,VIR,SM-B1JON
SM-BYX23.tar,SM-BYX23,VIR,SM-BYX23
HSMA33NW.tar,HSMA33NW,STD,HSMA33NW
HSMA33P2_P.fastq.gz,HSMA33P2_P,P,HSMA33P2_P
HSMA33P6.tar,HSMA33P6,STD,HSMA33P6
HSMA33IA.tar,HSMA33IA,STD,HSMA33IA
HSMA33IC.tar,HSMA33IC,STD,HSMA33IC
HSMA33LB.tar,HSMA33LB,STD,HSMA33LB
HSMA33LH.tar,HSMA33LH,STD,HSMA33LH
HSMA33LH_TR.tar,HSMA33LH_TR,TR,HSMA33LH_TR
HSMA33LJ.tar,HSMA33LJ,STD,HSMA33LJ
HSMA33RR.tar,HSMA33RR,STD,HSMA33RR
HSMA33RT.tar,HSMA33RT,STD,HSMA33RT
HSMA33RX.tar,HSMA33RX,STD,HSMA33RX
HSMA33RX_TR.tar,HSMA33RX_TR,TR,HSMA33RX_TR
SM-AJ64W.tar,SM-AJ64W,VIR,SM-AJ64W
SM-AJDLQ.tar,SM-AJDLQ,VIR,SM-AJDLQ
SM-ALGUL.tar,SM-ALGUL,VIR,SM-ALGUL
SM-ASVMD.tar,SM-ASVMD,VIR,SM-ASVMD
SM-AZAHH.tar,SM-AZAHH,VIR,SM-AZAHH
SM-B1F5B.tar,SM-B1F5B,VIR,SM-B1F5B
SM-CJFJI.tar,SM-CJFJI,VIR,SM-CJFJI
SM-CSF6Z.tar,SM-CSF6Z,VIR,SM-CSF6Z
HSMA33NY.tar,HSMA33NY,STD,HSMA33NY
HSMA33J1_P.fastq.gz,HSMA33J1_P,P,HSMA33J1_P
HSMA33J3.tar,HSMA33J3,STD,HSMA33J3
HSMA33J5.tar,HSMA33J5,STD,HSMA33J5
HSMA33J7.tar,HSMA33J7,STD,HSMA33J7
HSMA33J9.tar,HSMA33J9,STD,HSMA33J9
HSMA33MS.tar,HSMA33MS,STD,HSMA33MS
HSMA33QM.tar,HSMA33QM,STD,HSMA33QM
HSMA33QO.tar,HSMA33QO,STD,HSMA33QO
HSMA33SE.tar,HSMA33SE,STD,HSMA33SE
HSMA33SG.tar,HSMA33SG,STD,HSMA33SG
HSMA33SI.tar,HSMA33SI,STD,HSMA33SI
HSMA33SK.tar,HSMA33SK,STD,HSMA33SK
SM-AL5ES.tar,SM-AL5ES,VIR,SM-AL5ES
SM-AN5FS.tar,SM-AN5FS,VIR,SM-AN5FS
SM-AWD4T.tar,SM-AWD4T,VIR,SM-AWD4T
SM-BYMCE.tar,SM-BYMCE,VIR,SM-BYMCE
SM-CLM5K.tar,SM-CLM5K,VIR,SM-CLM5K
SM-CNQYZ.tar,SM-CNQYZ,VIR,SM-CNQYZ
SM-CQEDH.tar,SM-CQEDH,VIR,SM-CQEDH
MSM5LLDI.tar,MSM5LLDI,STD,MSM5LLDI
MSM5LLDK.tar,MSM5LLDK,STD,MSM5LLDK
MSM5LLDM.tar,MSM5LLDM,STD,MSM5LLDM
MSM5LLDQ.tar,MSM5LLDQ,STD,MSM5LLDQ
MSM5LLDS.tar,MSM5LLDS,STD,MSM5LLDS
MSM5LLDU.tar,MSM5LLDU,STD,MSM5LLDU
MSM5LLHX_P.fastq.gz,MSM5LLHX_P,P,MSM5LLHX_P
MSM5LLI2_P.fastq.gz,MSM5LLI2_P,P,MSM5LLI2_P
MSM5LLI8_P.fastq.gz,MSM5LLI8_P,P,MSM5LLI8_P
MSM5LLI6_P.fastq.gz,MSM5LLI6_P,P,MSM5LLI6_P
MSM5LLI4_P.fastq.gz,MSM5LLI4_P,P,MSM5LLI4_P
MSM5LLHQ_P.fastq.gz,MSM5LLHQ_P,P,MSM5LLHQ_P
MSM5LLD6_P.fastq.gz,MSM5LLD6_P,P,MSM5LLD6_P
MSM5LLDC.tar,MSM5LLDC,STD,MSM5LLDC
MSM5LLDE.tar,MSM5LLDE,STD,MSM5LLDE
MSM5LLDA.tar,MSM5LLDA,STD,MSM5LLDA
MSM6J2LB.tar,MSM6J2LB,STD,MSM6J2LB
SM-B4A4F.tar,SM-B4A4F,VIR,SM-B4A4F
SM-B4A4J.tar,SM-B4A4J,VIR,SM-B4A4J
SM-B44U2.tar,SM-B44U2,VIR,SM-B44U2
SM-B44TV.tar,SM-B44TV,VIR,SM-B44TV
SM-69UMZ.tar,SM-69UMZ,VIR,SM-69UMZ
SM-B44U1.tar,SM-B44U1,VIR,SM-B44U1
SM-6VHL9.tar,SM-6VHL9,VIR,SM-6VHL9
SM-6XTSW.tar,SM-6XTSW,VIR,SM-6XTSW
SM-7D34L.tar,SM-7D34L,VIR,SM-7D34L
MSM5FZ9N_P.fastq.gz,MSM5FZ9N_P,P,MSM5FZ9N_P
MSM5LLE3_P.fastq.gz,MSM5LLE3_P,P,MSM5LLE3_P
MSM5LLE9_P.fastq.gz,MSM5LLE9_P,P,MSM5LLE9_P
MSM5FZ9X_P.fastq.gz,MSM5FZ9X_P,P,MSM5FZ9X_P
MSM5FZA2_P.fastq.gz,MSM5FZA2_P,P,MSM5FZA2_P
MSM5ZOJY_P.fastq.gz,MSM5ZOJY_P,P,MSM5ZOJY_P
MSM633FF_P.fastq.gz,MSM633FF_P,P,MSM633FF_P
CSM5LLGB_P.fastq.gz,CSM5LLGB_P,P,CSM5LLGB_P
MSM5LLGH_P.fastq.gz,MSM5LLGH_P,P,MSM5LLGH_P
MSM5LLGF_P.fastq.gz,MSM5LLGF_P,P,MSM5LLGF_P
MSM5LLGD_P.fastq.gz,MSM5LLGD_P,P,MSM5LLGD_P
MSM5LLGJ_P.fastq.gz,MSM5LLGJ_P,P,MSM5LLGJ_P
MSM5LLGL.tar,MSM5LLGL,STD,MSM5LLGL
MSM6J2IQ.tar,MSM6J2IQ,STD,MSM6J2IQ
MSM6J2IY.tar,MSM6J2IY,STD,MSM6J2IY
MSM6J2J1.tar,MSM6J2J1,STD,MSM6J2J1
MSM6J2QR.tar,MSM6J2QR,STD,MSM6J2QR
SM-6WOC3.tar,SM-6WOC3,VIR,SM-6WOC3
SM-77FXO.tar,SM-77FXO,VIR,SM-77FXO
MSM5LLHR_P.fastq.gz,MSM5LLHR_P,P,MSM5LLHR_P
MSM5LLIE_P.fastq.gz,MSM5LLIE_P,P,MSM5LLIE_P
MSM5LLIG_P.fastq.gz,MSM5LLIG_P,P,MSM5LLIG_P
MSM5LLIK_P.fastq.gz,MSM5LLIK_P,P,MSM5LLIK_P
MSM5LLIM_P.fastq.gz,MSM5LLIM_P,P,MSM5LLIM_P
MSM5LLEP.tar,MSM5LLEP,STD,MSM5LLEP
MSM5LLER.tar,MSM5LLER,STD,MSM5LLER
MSM6J2LT.tar,MSM6J2LT,STD,MSM6J2LT
SM-6V47A.tar,SM-6V47A,VIR,SM-6V47A
MSM5LLHV_P.fastq.gz,MSM5LLHV_P,P,MSM5LLHV_P
MSM5LLIC_P.fastq.gz,MSM5LLIC_P,P,MSM5LLIC_P
MSM5LLHE_P.fastq.gz,MSM5LLHE_P,P,MSM5LLHE_P
MSM5LLHG_P.fastq.gz,MSM5LLHG_P,P,MSM5LLHG_P
MSM5LLHI_P.fastq.gz,MSM5LLHI_P,P,MSM5LLHI_P
MSM5LLHO_P.fastq.gz,MSM5LLHO_P,P,MSM5LLHO_P
MSM6J2J3.tar,MSM6J2J3,STD,MSM6J2J3
MSM6J2J5.tar,MSM6J2J5,STD,MSM6J2J5
MSM6J2JB.tar,MSM6J2JB,STD,MSM6J2JB
MSM6J2JD.tar,MSM6J2JD,STD,MSM6J2JD
MSM6J2PK.tar,MSM6J2PK,STD,MSM6J2PK
MSM6J2PM.tar,MSM6J2PM,STD,MSM6J2PM
SM-6WOCA.tar,SM-6WOCA,VIR,SM-6WOCA
SM-6Y2UM.tar,SM-6Y2UM,VIR,SM-6Y2UM
SM-734RH.tar,SM-734RH,VIR,SM-734RH
SM-7ED9G.tar,SM-7ED9G,VIR,SM-7ED9G
MSM5LLIQ_P.fastq.gz,MSM5LLIQ_P,P,MSM5LLIQ_P
